EMD,EMD_error,trial_index,arm_name,filters_1,kernel_1,pooling_1,stride_1,learning_rate,batch_size,trial_status,generation_method,units_1,units_2,OPs,info
1.607,0.508,50,50_0,4,3,False,1,0.0470502555578737,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,51,51_0,4,3,False,1,0.0470897595382354,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,52,52_0,4,3,False,1,0.0471324990722479,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,53,53_0,4,3,False,1,0.0471698347823323,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,54,54_0,4,3,False,1,0.0470241234957606,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,55,55_0,4,3,False,1,0.0471031493872134,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,56,56_0,4,3,False,1,0.0473401997826008,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,57,57_0,4,3,False,1,0.0470266137904169,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,58,58_0,4,3,False,1,0.0472166433018119,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,59,59_0,4,3,False,1,0.0472416135584231,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,60,60_0,4,3,False,1,0.0471886047669354,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,61,61_0,4,3,False,1,0.0471672944155035,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,62,62_0,4,3,False,1,0.0471638313004651,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,63,63_0,4,3,False,1,0.0472012353230257,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,64,64_0,4,3,False,1,0.0473643087577614,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,65,65_0,4,3,False,1,0.0468663622006268,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,66,66_0,4,3,False,1,0.0468511675006656,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,67,67_0,4,3,False,1,0.0468942356610533,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,68,68_0,4,3,False,1,0.0468963817982665,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,69,69_0,4,3,False,1,0.0463310456155633,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,70,70_0,4,3,False,1,0.046183298531782,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,71,71_0,4,3,False,1,0.0462765007511202,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,72,72_0,4,3,False,1,0.0462716392790523,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,73,73_0,4,3,False,1,0.0453814599153039,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,74,74_0,4,3,False,1,0.0454960966909668,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,75,75_0,4,3,False,1,0.0454332430563309,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,76,76_0,4,3,False,1,0.0455673354804917,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,77,77_0,4,3,False,1,0.0454942899629661,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,78,78_0,4,3,False,1,0.0455356788217121,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,79,79_0,4,3,False,1,0.04561817142103,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,80,80_0,4,3,False,1,0.0456707104274818,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,81,81_0,4,3,False,1,0.0437713907709555,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,82,82_0,4,3,False,1,0.0438210918405,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,83,83_0,4,3,False,1,0.0439032879908528,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,84,84_0,4,3,False,1,0.0440587342116971,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,85,85_0,4,3,False,1,0.0440306881894813,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,86,86_0,4,3,False,1,0.0439758918929968,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,87,87_0,4,3,False,1,0.0440230977992371,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,88,88_0,4,3,False,1,0.044334053681407,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,89,89_0,4,3,False,1,0.0442241861947546,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,90,90_0,4,3,False,1,0.0444488406028396,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,91,91_0,4,3,False,1,0.0441375001046677,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,92,92_0,4,3,False,1,0.0443478607747319,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,93,93_0,4,3,False,1,0.0442819621046641,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,94,94_0,4,3,False,1,0.0442949900099087,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,95,95_0,4,3,False,1,0.0442306173867409,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,96,96_0,4,3,False,1,0.0443889143675454,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.696,0.55,97,97_0,4,5,False,1,0.0001,50,COMPLETED,GPEI,16.0,,15904,"C: [4], K: [5], P: ['False'], S: [1], D: [16]"
1.607,0.508,98,98_0,4,3,False,1,0.0443541164974237,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
1.607,0.508,99,99_0,4,3,False,1,0.0442354659916489,50,COMPLETED,GPEI,32.0,,10288,"C: [4], K: [3], P: ['False'], S: [1], D: [32]"
