EMD,EMD_error,trial_index,arm_name,units_1,learning_rate,batch_size,trial_status,generation_method,filters_1,kernel_1,stride_1,filters_2,kernel_2,stride_2,pooling_1,pooling_2,filters_3,kernel_3,stride_3,pooling_3,OPs,info
3.464,1.51,13,13_0,16,0.006605913414,200,COMPLETED,Sobol,32,1,2,8,5,4,TRUE,TRUE,4,3,4,TRUE,16156,"C: [32, 8, 4], K: [1, 5, 3], P: ['True', 'True', 'True'], S: [2, 4, 4], D: [16]"
3.179,1.315,14,14_0,64,0.02571028771,250,COMPLETED,Sobol,32,3,4,2,1,4,TRUE,TRUE,8,5,2,TRUE,6690,"C: [32, 2, 8], K: [3, 1, 5], P: ['True', 'True', 'True'], S: [4, 4, 2], D: [64]"
2.473,1.019,15,15_0,16,0.0354950642,200,COMPLETED,Sobol,16,5,4,64,3,2,TRUE,TRUE,8,3,4,TRUE,32136,"C: [16, 64, 8], K: [5, 3, 3], P: ['True', 'True', 'True'], S: [4, 2, 4], D: [16]"
2.186,0.953,16,16_0,32,0.05503427406,100,COMPLETED,Sobol,32,5,4,4,3,2,TRUE,TRUE,32,5,4,TRUE,18660,"C: [32, 4, 32], K: [5, 3, 5], P: ['True', 'True', 'True'], S: [4, 2, 4], D: [32]"
3.457,1.543,17,17_0,64,0.0556681499,250,COMPLETED,Sobol,2,1,4,64,5,2,TRUE,TRUE,32,1,2,TRUE,17232,"C: [2, 64, 32], K: [1, 5, 1], P: ['True', 'True', 'True'], S: [4, 2, 2], D: [64]"
3.432,1.521,18,18_0,64,0.05891157475,200,COMPLETED,Sobol,8,1,4,16,3,2,TRUE,TRUE,16,1,2,TRUE,7280,"C: [8, 16, 16], K: [1, 3, 1], P: ['True', 'True', 'True'], S: [4, 2, 2], D: [64]"
3.464,1.51,19,19_0,16,0.06187906583,250,COMPLETED,Sobol,64,1,2,8,1,2,TRUE,TRUE,2,5,2,TRUE,6578,"C: [64, 8, 2], K: [1, 1, 5], P: ['True', 'True', 'True'], S: [2, 2, 2], D: [16]"
2.524,0.899,20,20_0,16,0.02288466445,50,COMPLETED,Sobol,2,3,2,32,3,2,TRUE,TRUE,16,5,2,TRUE,28688,"C: [2, 32, 16], K: [3, 3, 5], P: ['True', 'True', 'True'], S: [2, 2, 2], D: [16]"
2.405,0.987,21,21_0,16,0.04508513679,250,COMPLETED,Sobol,16,5,4,4,1,4,TRUE,TRUE,2,5,4,TRUE,4494,"C: [16, 4, 2], K: [5, 1, 5], P: ['True', 'True', 'True'], S: [4, 4, 4], D: [16]"
2.443,0.975,22,22_0,16,0.05994555371,100,COMPLETED,Sobol,16,5,4,8,1,4,TRUE,TRUE,16,3,4,TRUE,7064,"C: [16, 8, 16], K: [5, 1, 3], P: ['True', 'True', 'True'], S: [4, 4, 4], D: [16]"
3.464,1.51,23,23_0,32,0.008503792571,300,COMPLETED,Sobol,8,1,2,2,5,2,TRUE,TRUE,32,5,2,TRUE,7802,"C: [8, 2, 32], K: [1, 5, 5], P: ['True', 'True', 'True'], S: [2, 2, 2], D: [32]"
1.574,0.519,24,24_0,16,0.0187345759,50,COMPLETED,GPEI,32,5,2,8,5,2,TRUE,TRUE,64,5,2,TRUE,67976,"C: [32, 8, 64], K: [5, 5, 5], P: ['True', 'True', 'True'], S: [2, 2, 2], D: [16]"
1.574,0.519,25,25_0,16,0.01694130845,50,COMPLETED,GPEI,32,5,2,8,5,2,TRUE,TRUE,32,5,2,TRUE,53992,"C: [32, 8, 32], K: [5, 5, 5], P: ['True', 'True', 'True'], S: [2, 2, 2], D: [16]"
1.564,0.522,26,26_0,16,0.0167342039,100,COMPLETED,GPEI,32,5,2,8,5,2,TRUE,TRUE,32,5,2,TRUE,53992,"C: [32, 8, 32], K: [5, 5, 5], P: ['True', 'True', 'True'], S: [2, 2, 2], D: [16]"
1.564,0.522,27,27_0,16,0.01674958328,100,COMPLETED,GPEI,32,5,2,8,5,2,TRUE,TRUE,32,5,2,TRUE,53992,"C: [32, 8, 32], K: [5, 5, 5], P: ['True', 'True', 'True'], S: [2, 2, 2], D: [16]"
1.564,0.522,28,28_0,16,0.01656698872,100,COMPLETED,GPEI,32,5,2,8,5,2,TRUE,TRUE,32,5,2,TRUE,53992,"C: [32, 8, 32], K: [5, 5, 5], P: ['True', 'True', 'True'], S: [2, 2, 2], D: [16]"
1.564,0.522,29,29_0,16,0.0164837048,100,COMPLETED,GPEI,32,5,2,8,5,2,TRUE,TRUE,32,5,2,TRUE,53992,"C: [32, 8, 32], K: [5, 5, 5], P: ['True', 'True', 'True'], S: [2, 2, 2], D: [16]"
